mae_mean,rmse_mean,rsq_mean,territorial_authority,category
0.1289331316611626,0.21253980259291247,0.021146415517252982,Hauraki District,"Hospitals, nursing homes, and other health buildings"
0.00810098477661493,0.023600567530292698,NA,Hauraki District,"Hostels, boarding houses, and prisons"
0.12105410074295934,0.22575585638473483,0.02398513690289866,Hauraki District,"Hotels, motels, and other short-term accommodation"
0.1306812939317807,0.24244587130721,0.048104674264375646,Hauraki District,"Hotels, motels, boarding houses, and prisons"
3.189694565534592,3.8165347098035087,0.16936099626766563,Hauraki District,Houses
2.0843810425864326,2.5958717952868877,0.08072243545447574,Hauraki District,Non-residential buildings
0.26030617333728717,0.4343623114078235,0.07921664639208222,Hauraki District,"Office, administration, and public transport buildings"
3.3669949664009944,4.107635526475329,0.14637458441883672,Hauraki District,Residential buildings
0.8767456448682367,1.0630591206487734,0.1450275820182978,Hauraki District,Retirement village units
0.2557469251608887,0.39394961046947974,0.13265240675006923,Hauraki District,"Shops, restaurants, and bars"
0.31692664546788163,0.4355313325043555,0.07123885480565648,Hauraki District,"Social, cultural, and religious buildings"
0.3755325304459095,0.5152318762280619,0.06321308542627377,Hauraki District,Storage buildings
0.5976685585661067,0.7973189236962487,0.049957604214185505,Hauraki District,"Townhouses, flats, units, and other dwellings"
8.751950748761494,10.900442768623659,0.16787000233044647,Horowhenua District,All buildings
8.461280714140997,10.78571847907016,0.15006474801780217,Horowhenua District,All construction
3.09758814052292,3.849997868812218,0.013684331011871016,Horowhenua District,Apartments
6.2772321929741235,8.153640867470168,0.06882770340615726,Horowhenua District,"Apartments, townhouses, units, and other dwellings"
0.3917594670770793,0.5148059860589032,0.10972295029090316,Horowhenua District,Commercial buildings
8.34509554306666,10.564695980689123,0.10237363799805081,Horowhenua District,Dwelling units
0.2138955927321351,0.328733917589122,0.04381473329192062,Horowhenua District,Education buildings
0.43533740006702526,0.5785389035663085,0.037438688093305576,Horowhenua District,Factories and industrial buildings
0.6380138372216202,0.7656226337939741,0.07142286403112086,Horowhenua District,"Factories, industrial, and storage buildings"
1.7124199690090285,2.0422697255273725,0.0479241947285815,Horowhenua District,Farm buildings
0.11480388415612247,0.23251274175817213,0.053845869962898404,Horowhenua District,"Hospitals, nursing homes, and other health buildings"
6.237772740465737e-12,6.237772740465737e-12,NA,Horowhenua District,"Hostels, boarding houses, and prisons"
0.1334810039989981,0.2516133275961788,0.03175949070908166,Horowhenua District,"Hotels, motels, and other short-term accommodation"
0.13346432131004385,0.24896332560629147,0.03656248187757409,Horowhenua District,"Hotels, motels, boarding houses, and prisons"
4.775426726871067,6.057483941164307,0.07755298689055462,Horowhenua District,Houses
1.9288746178150178,2.39091632784315,0.04423452002305212,Horowhenua District,Non-residential buildings
0.16865581092606588,0.2961211351379461,0.14994022285892014,Horowhenua District,"Office, administration, and public transport buildings"
7.875271593199836,10.512820932525782,0.1024570934894036,Horowhenua District,Residential buildings
3.7035055905576946,6.0243905072268324,0.038374491727816304,Horowhenua District,Retirement village units
0.34941358372032283,0.47836284337449103,0.1426349106536859,Horowhenua District,"Shops, restaurants, and bars"
0.36831941112258293,0.5000965724884401,0.12197923683465847,Horowhenua District,"Social, cultural, and religious buildings"
0.4829761244574911,0.5851580069323149,0.07475511284253734,Horowhenua District,Storage buildings
2.343931909371976,3.6984033532615896,0.0703699331441483,Horowhenua District,"Townhouses, flats, units, and other dwellings"
5.518375550376044,6.540686113868715,0.1990119587822618,Kaipara District,All buildings
5.610623921288385,6.6577679931713005,0.1628694042443301,Kaipara District,All construction
0.08060501252075944,0.10538715789079021,NA,Kaipara District,Apartments
0.6905548177833326,1.104821318599241,0.11435290050878487,Kaipara District,"Apartments, townhouses, units, and other dwellings"
0.49281412882523407,0.6223400811612568,0.08034651995733527,Kaipara District,Commercial buildings
4.811237491501702,5.823749089717459,0.12885267586579074,Kaipara District,Dwelling units
0.32306075456346867,0.4456089117278665,0.06239302059855539,Kaipara District,Education buildings
0.418261001698233,0.5328614533668428,0.07882167909093217,Kaipara District,Factories and industrial buildings
0.7162756876011068,0.9249042491291055,0.10965459463544233,Kaipara District,"Factories, industrial, and storage buildings"
2.1255357695950403,2.642080116184086,0.07955193629775639,Kaipara District,Farm buildings
0.09031890780464076,0.18242605255410313,0.011132847420506724,Kaipara District,"Hospitals, nursing homes, and other health buildings"
0.04944362117722786,0.10242643570813943,0.012484699415977563,Kaipara District,"Hostels, boarding houses, and prisons"
0.2667533887110848,0.43691982526084994,0.1349875873556612,Kaipara District,"Hotels, motels, and other short-term accommodation"
0.3041249297198697,0.47545149728029107,0.09377348534028256,Kaipara District,"Hotels, motels, boarding houses, and prisons"
4.604759611023797,5.6249767442184195,0.10440815826553113,Kaipara District,Houses
2.423599914709727,3.0381115108752716,0.07649261923066729,Kaipara District,Non-residential buildings
0.26842336729492267,0.4193623351735404,0.08024564755240775,Kaipara District,"Office, administration, and public transport buildings"
4.748979764514499,5.809189718248838,0.12196274295146362,Kaipara District,Residential buildings
0.07797239176763933,0.2610624201157181,NA,Kaipara District,Retirement village units
0.40881861544144665,0.5436809589485366,0.04404285914400864,Kaipara District,"Shops, restaurants, and bars"
0.3281242460630084,0.47611808341886586,0.06004586371480681,Kaipara District,"Social, cultural, and religious buildings"
0.5787073546938094,0.7306348219283105,0.07971099799132382,Kaipara District,Storage buildings
0.5880013535465373,0.8770421570937202,0.09445072960507515,Kaipara District,"Townhouses, flats, units, and other dwellings"
10.114540407392713,13.594821516267396,0.09621222451093248,Kapiti Coast District,All buildings
10.445568397310044,13.859975429690563,0.096485127279253,Kapiti Coast District,All construction
1.5117906430124124,2.1246183566654135,0.0680811596573421,Kapiti Coast District,Apartments
9.672658208509286,12.6338072077694,0.07270095242854632,Kapiti Coast District,"Apartments, townhouses, units, and other dwellings"
0.48189530375238976,0.6221382812703952,0.11106855519389118,Kapiti Coast District,Commercial buildings
10.214265855153402,13.389867651177807,0.084088043462095,Kapiti Coast District,Dwelling units
0.6176045139682376,0.7865952791571811,0.10018854796159153,Kapiti Coast District,Education buildings
0.5220309454224157,0.6893189761365727,0.07936256425952826,Kapiti Coast District,Factories and industrial buildings
0.6793897228005031,0.8335298693433086,0.0463111792953189,Kapiti Coast District,"Factories, industrial, and storage buildings"
1.2599785797194474,1.6099523328837966,0.1415796254531474,Kapiti Coast District,Farm buildings
0.20278455015167485,0.33449925305071776,0.03790161960511461,Kapiti Coast District,"Hospitals, nursing homes, and other health buildings"
0.011727573749759742,0.031440064425308875,NA,Kapiti Coast District,"Hostels, boarding houses, and prisons"
0.27115419482536507,0.39246364599468964,0.058477320518128484,Kapiti Coast District,"Hotels, motels, and other short-term accommodation"
0.2698416640186123,0.3990278272926176,0.1213734609688921,Kapiti Coast District,"Hotels, motels, boarding houses, and prisons"
4.812238658799066,5.8494616626240505,0.10334128041906604,Kapiti Coast District,Houses
1.7984728031688266,2.199421945794991,0.1352867185760942,Kapiti Coast District,Non-residential buildings
0.2593184594627625,0.3917299373230976,0.10675657809098558,Kapiti Coast District,"Office, administration, and public transport buildings"
10.420019928614298,13.681325575948053,0.1250579565757593,Kapiti Coast District,Residential buildings
7.201287954207429,9.982632377383203,0.07115915031969172,Kapiti Coast District,Retirement village units
0.3807160997313784,0.48545667355015487,0.10601490354385819,Kapiti Coast District,"Shops, restaurants, and bars"
0.322840342583691,0.46533197957822076,0.08639154553073876,Kapiti Coast District,"Social, cultural, and religious buildings"
0.3821504027265797,0.5142360256868158,0.07510171746541268,Kapiti Coast District,Storage buildings
5.217563471544741,6.7034573043708905,0.07144465680801103,Kapiti Coast District,"Townhouses, flats, units, and other dwellings"
1.1539322805047656,1.5764680561414033,0.0686772714665993,Kawerau District,All buildings
1.1370318465607447,1.5722727011454625,0.06835205790019361,Kawerau District,All construction
0.03262533388880904,0.05554097559275701,NA,Kawerau District,Apartments
0.5506466826704414,1.017165278402555,0.05150861135600337,Kawerau District,"Apartments, townhouses, units, and other dwellings"
0.049607673814269886,0.10027981984657047,0.007451624504173801,Kawerau District,Commercial buildings
1.0164453363188335,1.4698456329129808,0.07116289211221569,Kawerau District,Dwelling units
0.09223992716175644,0.19435026850984383,0.09953242070149804,Kawerau District,Education buildings
0.29414956729130304,0.40923397742885737,0.03846852402732176,Kawerau District,Factories and industrial buildings
0.3456835253259568,0.4823845509835675,0.054613602562468805,Kawerau District,"Factories, industrial, and storage buildings"
0.11128815845593956,0.24408432527468715,0.08229714795337706,Kawerau District,Farm buildings
6.2341212053729226e-12,6.2341212053729226e-12,NA,Kawerau District,"Hospitals, nursing homes, and other health buildings"
6.231582900158757e-12,6.231582900158757e-12,NA,Kawerau District,"Hostels, boarding houses, and prisons"
0.00831182386535198,0.014966291506826412,NA,Kawerau District,"Hotels, motels, and other short-term accommodation"
0.00934050760125377,0.016151075898875246,NA,Kawerau District,"Hotels, motels, boarding houses, and prisons"
0.6972551936351616,0.9415257975712817,0.054213200003355076,Kawerau District,Houses
0.4474911270999453,0.5914205765245172,0.0989481530646038,Kawerau District,Non-residential buildings
0.01823551170191198,0.05106569759127512,0.008787492337153872,Kawerau District,"Office, administration, and public transport buildings"
0.975309913676271,1.4147906427933477,0.052437658271475895,Kawerau District,Residential buildings
0.15524162696717986,0.3831263593320765,NA,Kawerau District,Retirement village units
0.035614155665645915,0.055155101959237965,NA,Kawerau District,"Shops, restaurants, and bars"
0.01655390142536758,0.05436848264434271,0.017154120184219378,Kawerau District,"Social, cultural, and religious buildings"
0.14558347200354105,0.2547834826620999,0.03155944288885857,Kawerau District,Storage buildings
0.4365612719209928,0.7844490500465187,0.03744042641231582,Kawerau District,"Townhouses, flats, units, and other dwellings"
24.220656940672132,31.56604558054633,0.0775440674785446,Lower Hutt City,All buildings
24.13953631454044,31.275864779743852,0.09251757032825492,Lower Hutt City,All construction
5.857483804247426,9.972015545060064,0.13527742207800944,Lower Hutt City,Apartments
22.066444925715526,30.225452409757942,0.06465426628756943,Lower Hutt City,"Apartments, townhouses, units, and other dwellings"
0.7739530740965468,0.9496935086009699,0.13861034506553818,Lower Hutt City,Commercial buildings
23.444684415393407,31.14341920700084,0.051981712348048076,Lower Hutt City,Dwelling units
0.916113912484919,1.2049125375867085,0.09375853690253712,Lower Hutt City,Education buildings
0.676859139773943,0.8409503641331204,0.09181431061781971,Lower Hutt City,Factories and industrial buildings
0.9903686934461197,1.312844994735348,0.0935444473037394,Lower Hutt City,"Factories, industrial, and storage buildings"
0.44292717149170735,0.5676437198055608,0.058099874715294673,Lower Hutt City,Farm buildings
0.3387468575163641,0.5240204750606665,0.02936163928505484,Lower Hutt City,"Hospitals, nursing homes, and other health buildings"
0.08666941153994207,0.1566366541219027,0.003127495013291882,Lower Hutt City,"Hostels, boarding houses, and prisons"
0.25089577995745965,0.38058774404863205,0.139377733449054,Lower Hutt City,"Hotels, motels, and other short-term accommodation"
0.30071836544110636,0.44747524197344596,0.0968721337429815,Lower Hutt City,"Hotels, motels, boarding houses, and prisons"
6.592573131455316,8.259878513623343,0.09695193511949536,Lower Hutt City,Houses
1.9102479653226005,2.471377154553673,0.029478483673726807,Lower Hutt City,Non-residential buildings
0.45587294618211066,0.5785756554954073,0.09875396692681895,Lower Hutt City,"Office, administration, and public transport buildings"
22.33557728396522,30.152754154398934,0.07742402382279125,Lower Hutt City,Residential buildings
7.966926255243824,16.081400943502587,0.06475932352018152,Lower Hutt City,Retirement village units
0.6029659021645785,0.7737506435904037,0.10870449695766093,Lower Hutt City,"Shops, restaurants, and bars"
0.5365413085466975,0.6489518155233339,0.08997713355734979,Lower Hutt City,"Social, cultural, and religious buildings"
0.615881210169755,0.8144710710263465,0.05820628570404496,Lower Hutt City,Storage buildings
14.058756629744959,17.055160709413236,0.11915848486320023,Lower Hutt City,"Townhouses, flats, units, and other dwellings"
9.62467853228251,12.313795142388832,0.1272006053544012,Manawatu District,All buildings
9.26018558078342,11.904670451234905,0.14273374598547342,Manawatu District,All construction
0.009788131960311803,0.026905908314417627,NA,Manawatu District,Apartments
4.444805951222467,7.324824512188922,0.12607405349004894,Manawatu District,"Apartments, townhouses, units, and other dwellings"
0.47429874821359086,0.6092785601632853,0.0797979326817682,Manawatu District,Commercial buildings
8.104757446712918,10.930275912166543,0.10181049380825703,Manawatu District,Dwelling units
0.3336784921916357,0.5078243193999563,0.02451501827647724,Manawatu District,Education buildings
0.5280989476036565,0.6818259777848357,0.06254119327875625,Manawatu District,Factories and industrial buildings
0.7498375532889946,0.9112424014573444,0.035986082737862864,Manawatu District,"Factories, industrial, and storage buildings"
2.544962086280187,3.2582390506206704,0.1401440077072896,Manawatu District,Farm buildings
0.03387625206216467,0.054326494049445374,0.03142415289211143,Manawatu District,"Hospitals, nursing homes, and other health buildings"
0.04832680557844002,0.10439263677726372,0.033981298984134455,Manawatu District,"Hostels, boarding houses, and prisons"
0.16024376895794223,0.2729182437708146,0.04611891790836364,Manawatu District,"Hotels, motels, and other short-term accommodation"
0.18614020404317871,0.3033797093912693,0.027636893318395656,Manawatu District,"Hotels, motels, boarding houses, and prisons"
4.0262831237581045,4.976187236518632,0.07435715343390482,Manawatu District,Houses
2.895299114121331,3.604868633119864,0.10235620223241605,Manawatu District,Non-residential buildings
0.34744482048921177,0.4694945030364555,0.06847245418821561,Manawatu District,"Office, administration, and public transport buildings"
8.109912526607513,10.880233047565888,0.14334756383729408,Manawatu District,Residential buildings
4.3871274669720375,7.2978702710268895,0.21543941679711875,Manawatu District,Retirement village units
0.33257793574577793,0.46059313647434,0.06333773809544631,Manawatu District,"Shops, restaurants, and bars"
0.21203928730396404,0.326422479290359,0.1064588082003215,Manawatu District,"Social, cultural, and religious buildings"
0.43346714429078725,0.5664209561771947,0.07663765777981794,Manawatu District,Storage buildings
1.2530062006269065,1.9902021471727696,0.11156357500316354,Manawatu District,"Townhouses, flats, units, and other dwellings"
5.900893457730612,7.50883487044429,0.05689665245316129,Masterton District,All buildings
5.8211156474219425,7.368468649720647,0.04411615924801458,Masterton District,All construction
0.16825487146737056,0.3289795888510429,0.014843341446559435,Masterton District,Apartments
2.9825883567333222,4.44502047033039,0.08208985806573402,Masterton District,"Apartments, townhouses, units, and other dwellings"
0.6367047774139791,0.7768688058687485,0.056078165387149166,Masterton District,Commercial buildings
4.871413781907823,6.4054468203821475,0.05137527580493741,Masterton District,Dwelling units
0.37721909089915345,0.49272122622925724,0.12182512675706163,Masterton District,Education buildings
0.4561965044070449,0.6019237634275455,0.09234266293712105,Masterton District,Factories and industrial buildings
0.6802713102868034,0.8273262735308843,0.08840625783095293,Masterton District,"Factories, industrial, and storage buildings"
1.7219020012352202,2.1543150035656566,0.0727862172073489,Masterton District,Farm buildings
0.15178729331113977,0.2679010468193773,0.09759806026163005,Masterton District,"Hospitals, nursing homes, and other health buildings"
0.005579158012883466,0.019152996798167014,NA,Masterton District,"Hostels, boarding houses, and prisons"
0.1306232574111972,0.2531757537108829,0.031033660969601973,Masterton District,"Hotels, motels, and other short-term accommodation"
0.13561559398903317,0.2673509759901555,0.05757752377308348,Masterton District,"Hotels, motels, boarding houses, and prisons"
3.194534803430239,4.022238841334873,0.09850741100372254,Masterton District,Houses
2.0991084264384376,2.7066879906672865,0.05787410471862735,Masterton District,Non-residential buildings
0.4303641632521855,0.5498297301018553,0.12228630252806283,Masterton District,"Office, administration, and public transport buildings"
4.946475208964613,6.530351877170147,0.054740017056232305,Masterton District,Residential buildings
1.3158037167910557,2.526505739664141,0.05644456750095189,Masterton District,Retirement village units
0.4558777070251785,0.5946214197956644,0.12753179703541526,Masterton District,"Shops, restaurants, and bars"
0.23946493703632668,0.367001344947347,0.07191644854652059,Masterton District,"Social, cultural, and religious buildings"
0.42214764909068536,0.5401355016510484,0.07172477363461585,Masterton District,Storage buildings
2.191765699018207,3.2447828939339614,0.056382436198148936,Masterton District,"Townhouses, flats, units, and other dwellings"
8.366835970348783,10.403755139125133,0.08525960670684632,Matamata-Piako District,All buildings
8.415571223364935,10.467884925725391,0.09979827640846993,Matamata-Piako District,All construction
0.13339581587563132,0.32921637534888565,0.028551095376944696,Matamata-Piako District,Apartments
3.668536194831702,4.4188417606373935,0.08400170026142875,Matamata-Piako District,"Apartments, townhouses, units, and other dwellings"
0.5416819864858149,0.665539038347803,0.06091105297742498,Matamata-Piako District,Commercial buildings
6.466290371947818,7.928388507964809,0.12037671183123914,Matamata-Piako District,Dwelling units
0.49870747399258514,0.6574009781222495,0.0418471052475783,Matamata-Piako District,Education buildings
0.7797277268953622,1.0004628889718041,0.09057698377469453,Matamata-Piako District,Factories and industrial buildings
0.9660265497759812,1.225719282337017,0.10633615594231091,Matamata-Piako District,"Factories, industrial, and storage buildings"
3.6178326500786677,4.472605572227943,0.11759040151275633,Matamata-Piako District,Farm buildings
